"","year","season","meantemp","sdtemp","meansal","sdsal","meanDO","sdDO","samplesize"
"1",1996,"summer",23.95,0.208166599946613,17.75,4.84183163028212,7.1,0.216024689946929,4
"2",1997,"spring",20.2235294117647,0.804308252292541,15.3470589129412,1.92390152389163,8.7,0.623498195666996,17
"3",1997,"summer",25.8230769230769,0.552500145028406,20.5461538753846,2.11526822155082,6.97692307692308,0.208781569085357,13
"4",1998,"spring",27.6833333333333,1.26735017678155,12.2055555449444,2.39053821685764,7.5,1.5699381778761,18
"5",1998,"summer",26.86,1.82796982584793,14.030000114,1.95854403821876,4.73,1.26203678318235,20
"6",1999,"fall",21.8272727272727,0.626244216086519,10.4272725805455,4.32043751905123,8.33636363636364,1.21348483902579,11
"7",1999,"summer",26.7606060606061,2.40727275588208,19.7848486119091,5.27020643328043,7.5969696969697,0.857498122623619,33
"8",2000,"spring",24.0619047619048,1.35737842567067,18.8333332880952,2.65750525745486,7.10952380952381,0.374038449767884,21
"9",2000,"summer",24.6526315789474,0.935336196866983,16.7052630377895,4.19569527558529,10.0315789473684,0.818570998467551,19
"10",2001,"spring",25.5736842105263,0.632316820433799,18.3894736642105,1.51360316325808,7.03684210526316,0.377433623768309,19
"11",2001,"summer",24.2157894736842,1.4380786402136,22.5052630778947,2.18237229317365,6.76315789473684,0.588038666827455,19
"12",2002,"spring",25.455,0.790386314605579,24.179999924,1.6044673578088,6.835,0.457999080670187,20
"13",2002,"summer",25.8055555555556,0.446518851749084,22.62777763,1.20186405590486,1.86666666666667,0.613571991077896,18
"14",2003,"spring",27.2653846153846,1.00277307809586,10.2384614396923,2.02762463003662,5.33846153846154,1.77360129072504,26
"15",2003,"summer",24.7368421052632,0.633517978623942,11.7789474284211,0.969867653267117,9.56842105263158,0.738656912976329,19
"16",2004,"spring",27.4208333333333,0.519179257529878,18.6541667379167,1.95980903308912,5.09166666666667,0.636509958709392,24
"17",2004,"summer",21.9,0.244948974278317,15.62500019,1.38413621704418,8.7,0.216024689946929,4
"18",2005,"spring",27.0565217391304,1.48441175583783,15.2130435443478,2.25616438106875,6.15217391304348,0.259141178120399,23
"19",2005,"summer",26.3809523809524,0.988746199800053,18.3000001447619,1.95882628969499,7.01904761904762,1.01617864946034,21
"20",2006,"spring",25.2791666666667,0.918874153595,21.2958331908333,2.77668549928679,4.65833333333333,0.179168773159171,24
"21",2006,"summer",23.6814814814815,0.290936203735243,20.8185185325926,1.80874732043471,6.65925925925926,0.220592313240894,27
"22",2007,"spring",25.9470588235294,0.96249522535103,18.2352941176471,2.66597560994817,6.91176470588235,0.295555309843133,17
"23",2007,"summer",25.2333333333333,1.46086195345721,24.35000038,1.20257087979932,6.55,0.745377914412627,18
"24",2008,"spring",29.185,1.40348251071922,20.6350000855,2.81990563082401,6.07,0.573172151966121,20
"25",2008,"summer",27.185,1.2774460540675,25.900000285,2.37109800538866,6.24,0.828695868280555,20
"26",2009,"fall",23.0071428571429,1.78647236656029,24.3499998371429,1.0263828784772,7.11428571428571,0.56002354738562,14
"27",2009,"spring",26.352380952381,0.455652331958312,23.57619044,1.69908947977896,6.81904761904762,0.513438455531963,21
"28",2009,"summer",23.0142857142857,0.348466026218585,24.4999997285714,1.25432581785344,6.65714285714286,0.315473944286703,7
"29",2010,"spring",28.7086956521739,0.830614801587716,16.0782608778261,1.53946758613973,7.1,0.530865502569325,23
"30",2010,"summer",25.265,0.645041818309806,21.62499981,1.67328085360855,7.03,0.331027109718254,20
"31",2011,"spring",26.9958333333333,1.00324654157809,22.89583346,2.34232867484171,6.93333333333333,0.457466241725923,24
"32",2011,"summer",25.58,2.04105236014221,23.954999924,2.33339030492457,7.57,0.516159909942238,20
"33",2012,"spring",25.4444444444444,0.946337971105226,21.2611113116667,2.78465087559896,7.46666666666667,0.45632805536987,18
"34",2012,"summer",25.0947368421053,0.598585076298475,23.0210525115789,2.11097094663114,6.58421052631579,0.368575573276871,19
"35",2013,"spring",26.3304347826087,0.733878106431044,24.7521741278261,4.8341465484278,7.07391304347826,0.38755338788159,23
"36",2013,"summer",25.084,2.37849392123111,21.9720000456,1.60091648220438,7.044,0.422374241638858,25
"37",2014,"spring",25.5695652173913,0.760642540947333,20.7521736404348,7.40944531882544,7.66086956521739,0.54166337284901,23
"38",2014,"summer",27.1590909090909,0.470722940358855,21.2045454545455,5.44360498807698,7.33636363636364,1.37340225943959,22
"39",2015,"spring",27.624,1.68332013196144,21.4759999468,6.24288131275724,7.68,0.493288286231625,25
"40",2015,"summer",25.7944444444444,0.830642715167862,24.4777776933333,5.00359347819474,7.55555555555556,2.46271543631444,18
"41",2016,"spring",26.0947368421053,0.540034653425671,14.3105262957895,2.33877807432338,9.62631578947368,0.475910945524659,19
"42",2016,"summer",26.9090909090909,0.39989176024697,17.9090910127273,1.56750023945824,11.8727272727273,0.955775336314185,22
"43",2017,"fall",21.775,0.818026079453868,21.55,0.33166247903554,7.875,0.170782512765993,4
"44",2017,"spring",25.8565217391304,1.75235583947505,18.5782608695652,2.05801239543469,12.7608695652174,1.0382411396355,23
"45",2017,"summer",24.9470588235294,0.575670964026786,19.6,2.12720473861826,7.65882352941176,0.498822142062444,17
"46",2018,"fall",24,NA,19.5,NA,7.9,NA,1
"47",2018,"summer",24.5620689655172,2.23996393355905,17.7379310344828,3.36074118027381,7.24137931034483,0.665752657512699,29
"48",2019,"spring",27.2291666666667,0.830127893062617,17.575,3.38323873645152,7.09166666666667,0.383254560274258,24
"49",2019,"summer",27.1227272727273,1.18760736584582,12.4545454545455,1.53428353768981,6.65454545454545,0.295566079514053,22
