"","year","season","meantemp","sdtemp","meansal","sdsal","meanDO","sdDO","samplesize"
"1",1987,"fall",9.6,0.592197327263983,20.4022727229545,1.80045068063494,NA,NA,44
"2",1987,"spring",25.9682926829268,0.918542057934813,16.180487865122,1.50353244135519,NA,NA,41
"3",1987,"summer",27.1454545454545,1.21338552807684,19.2045453681818,2.13791405222228,NA,NA,44
"4",1987,"winter",7.47073170731707,NA,16.3035713947143,NA,NA,NA,42
"5",1988,"fall",7.86944444444444,2.02482019581908,28.7472223172222,1.19916300976057,NA,NA,36
"6",1988,"spring",24.3435897435897,NA,20.4692307497436,NA,NA,NA,42
"7",1988,"summer",24.62,0.809938269252664,23.9825000285,2.17501988777179,NA,NA,40
"8",1988,"winter",11.2358974358974,2.19346963549427,19.138461455641,2.5917495626394,NA,NA,39
"9",1989,"fall",6.91621621621622,0.541352993030484,16.6891893432432,1.99899749629469,NA,NA,37
"10",1989,"spring",26.3421052631579,NA,17.0657893987105,NA,NA,NA,39
"11",1989,"summer",26.0891891891892,NA,17.4810810990541,NA,NA,NA,38
"12",1989,"winter",9.40652173913043,2.49536478508214,23.9934781121739,3.76648388681319,NA,NA,46
"13",1990,"spring",24.4675,1.15033718579625,16.757499886,2.62179109152506,NA,NA,40
"14",1990,"summer",25.8785714285714,NA,21.896428585,NA,NA,NA,37
"15",1990,"winter",11.61,1.93586924754482,13.399999958425,3.15651539870741,NA,NA,40
"16",1991,"spring",24.7421052631579,0.73028375786305,22.2921053731579,2.08875790796346,NA,NA,38
"17",1991,"summer",26.3,0.779000709411203,22.8897437066667,1.91885328918247,NA,NA,39
"18",1992,"spring",24.9131578947368,0.844432018492257,22.9026314589474,1.79224864414388,NA,NA,38
"19",1992,"summer",25.7515151515152,NA,16.4939392845455,NA,NA,NA,37
"20",1993,"spring",25.3048780487805,1.48120748369568,16.387804915122,2.1416342213839,NA,NA,41
"21",1993,"summer",26.3076923076923,0.695997812831037,23.7410258748718,1.69142083581931,NA,NA,39
"22",1994,"spring",25.3487179487179,1.39771840302081,19.6743591010256,1.73003163420807,NA,NA,39
"23",1994,"summer",24.5285714285714,1.1743762871693,26.051428604,1.64573796840579,NA,NA,35
"24",1995,"spring",25.4026315789474,NA,24.7473684610526,NA,NA,NA,39
"25",1995,"summer",24.5894736842105,1.66210375870286,24.8421054131579,1.33833938865111,NA,NA,38
"26",1996,"spring",23.7052631578947,3.64409536235776,18.2921052606579,3.13441073146113,NA,NA,38
"27",1996,"summer",25.4054054054054,NA,14.7459459305405,NA,7.2,NA,39
"28",1997,"spring",21.4918918918919,3.22777687325867,16.1918918764865,1.55373708181216,9.30810810810811,0.836453617754538,37
"29",1997,"summer",25.2162162162162,1.02781145955686,21.0162161751351,1.62557924004182,7.05882352941176,NA,37
"30",1998,"spring",28.4289473684211,1.19840161447967,12.4236841955,1.72382884359032,8.70540540540541,NA,38
"31",1998,"summer",26.6073170731707,1.44488585083778,15.3048780719512,1.99411013570579,4.95,NA,41
"32",1999,"fall",21.42,0.58309518948453,14.17599996584,4.53277695608982,7.944,1.07046718772693,25
"33",1999,"summer",27.1518518518519,2.33397714987285,20.4111111395,4.23198359308328,7.59814814814815,0.790865477848863,54
"34",2000,"spring",24.7538461538462,1.27255361873306,18.5051280784615,2.0859113356898,6.88275862068966,NA,39
"35",2000,"summer",25.3282051282051,1.14062510976466,17.4974357658462,3.67469910892334,9.87435897435897,1.12851041753416,39
"36",2001,"spring",25.9769230769231,0.693754673179723,17.8076923077436,2.90266528868534,6.88205128205128,0.401229554240065,39
"37",2001,"summer",24.6102564102564,1.5282936600899,22.8333332846154,1.69710802482638,6.75641025641026,0.498838056094187,39
"38",2002,"spring",25.6923076923077,0.794515613898648,24.6692307789744,1.37192786961758,6.93846153846154,0.432626850649418,39
"39",2003,"fall",22.35,0.625205848454072,9.41666655038889,2.48033434993998,NA,NA,18
"40",2003,"spring",27.1314285714286,NA,10.5114284926,NA,5.71111111111111,NA,40
"41",2003,"summer",24.6272727272727,0.697739082207545,11.7500000864091,1.56410632280943,9.54761904761905,NA,22
"42",2004,"spring",26.8951219512195,0.79433973195107,18.3731706668293,2.00387436930409,5.1025641025641,NA,41
"43",2004,"summer",24.25,1.9873961833876,16.59500007125,2.89118467077526,9.06,NA,40
"44",2005,"spring",26.5846153846154,1.67403365078711,16.0205128010256,2.90364383995975,6.35641025641026,0.494067367979878,39
"45",2005,"summer",26.4108108108108,0.795048490409297,18.8648648648649,2.48687844706044,6.81351351351351,0.831385110042994,37
"46",2006,"spring",25.5731707317073,0.910226452659969,20.4585365204878,3.52157463090925,4.68048780487805,0.241059652570813,41
"47",2006,"summer",23.790243902439,0.316863439078083,19.9829268802195,2.76268912216626,6.69024390243902,0.280895779648592,41
"48",2007,"spring",25.7702702702703,0.796821764841376,19.4054052513514,2.42337518235615,6.92222222222222,NA,37
"49",2007,"summer",25.4625,1.20441229417462,24.415000247,1.09580790183936,7,0.681627012826945,40
"50",2008,"spring",29.0025,1.21031623331069,20.5024999145,3.17510243379729,6.235,0.652234816925819,40
"51",2008,"summer",26.92,1.15718491308733,25.612500095,3.13599352034019,5.97,0.699890101263158,40
"52",2009,"fall",22.5151515151515,1.27233083652632,22.5515151169697,3.66700827840238,7.39090909090909,0.568640723767893,33
"53",2009,"spring",26.4512195121951,0.473878650721634,23.2512194426829,2.21112216573594,6.93170731707317,0.426871774886935,41
"54",2009,"summer",23.0142857142857,0.348466026218585,24.4999997285714,1.25432581785344,6.65714285714286,0.315473944286703,7
"55",2010,"spring",28.5384615384615,0.688864582451054,15.5256409769487,2.19049593215753,6.90512820512821,0.511935809066516,39
"56",2010,"summer",25.2769230769231,NA,21.6473682610526,NA,7.1025641025641,NA,40
"57",2011,"spring",26.8125,0.814669195094486,22.53250003325,2.78847324775128,6.95,0.418789464271268,40
"58",2011,"summer",26.0268292682927,1.91272376341226,22.3195121881707,4.98559021405699,7.46341463414634,0.751583693796298,41
"59",2012,"spring",25.2461538461538,0.859573380672723,21.1948719264103,2.36275349217368,8.04358974358974,0.821357948699614,39
"60",2012,"summer",23.9153846153846,1.31279903090555,22.3410256702564,2.80888778727375,7.11538461538461,0.726396463277698,39
"61",2013,"spring",25.9341463414634,0.733692631862131,21.697561135439,6.31824701799784,7.03414634146341,0.33882868539836,41
"62",2013,"summer",25.4707317073171,2.41352894145057,21.2024390290244,2.84503857267632,7.25121951219512,0.486375344368684,41
"63",2014,"spring",26.1325,0.921088403006924,23.532499867,7.64213648506116,7.735,0.488088894803774,40
"64",2014,"summer",26.8975609756098,0.690466438314727,22.7024390519512,6.13691640818918,7.26585365853659,1.0499070806737,41
"65",2015,"spring",28.1775,1.80916293152953,20.83000000715,6.51684992462606,7.585,0.453787479910009,40
"66",2015,"summer",25.1552631578947,0.997211617440012,27.8052633189474,6.06946063262408,7.60526315789474,1.8784621899699,38
"67",2016,"spring",25.8512820512821,0.540405206095046,14.6051281783333,2.49546413223703,9.23846153846154,0.580659962372845,39
"68",2017,"fall",21.4652173913043,0.804311504360985,21.8739130434783,0.868236138440955,7.99130434782609,0.473778854701279,23
"69",2017,"summer",24.9470588235294,0.575670964026786,19.6,2.12720473861826,7.65882352941176,0.498822142062444,17
"70",2018,"fall",24,NA,19.5,NA,7.9,NA,1
"71",2018,"spring",27.3625,0.753918335857974,17.7,2.26526567347598,NA,NA,8
"72",2018,"summer",25.4493150684931,2.57881988986302,17.4301369863014,4.36111876992803,7.28059701492537,NA,73
"73",2019,"spring",27.0707317073171,1.10119115108119,15.6536585365854,5.68841355568385,7.16341463414634,0.448751656019772,41
"74",2019,"summer",25.9871794871795,1.76890978722987,12.2820512820513,1.23796773082504,6.82564102564103,0.384377794362422,39
