"","year","season","meantemp","sdtemp","meansal","sdsal","meanDO","sdDO","meanpH","sdpH","samplesize"
"1",2003,"fall",16.8829787234043,4.26539763929186,4.36595744680851,2.85232754657183,8.3531914893617,1.57960521537748,7.61521739130435,NA,47
"2",2003,"spring",23.0333333333333,5.0784512074713,8.36666666666667,3.09752589443037,7.48333333333333,1.77923204407595,7.175,NA,6
"3",2003,"summer",28.0318181818182,2.26230719104159,2.83863636363636,2.83927733264473,8.71590909090909,1.82514009424931,8.0275,NA,44
"4",2003,"winter",9.72,3.12441994616601,15.34,1.16318528188763,10.36,1.19289563667573,7.08,0.216794833886788,5
"5",2004,"fall",16.5911111111111,4.05271077754935,8.10666666666667,4.20829267907156,8.81555555555556,1.28963623404494,7.63793103448276,NA,45
"6",2004,"spring",24.0018518518519,4.49143800734959,4.51851851851852,2.97556552887543,7.70925925925926,1.51971552930375,7.94615384615385,NA,54
"7",2004,"summer",28.24,2.21529352992528,7.72166666666667,4.34679276531936,7.91666666666667,2.00297800885452,7.48846153846154,NA,60
"8",2004,"winter",11.2148148148148,2.25894864989203,4,2.5538809080119,10.7777777777778,1.41539158303748,8.06923076923077,NA,27
"9",2005,"fall",16.9208333333333,4.09748019783271,8.65,3.72318783565569,9.11666666666667,1.74445423195218,8.35333333333333,NA,48
"10",2005,"spring",21.4551724137931,4.19879566750649,5.21379310344828,3.48628633039449,10.0689655172414,1.68722827796003,8.21,NA,58
"11",2005,"summer",30.5,NA,6.23333333333333,NA,8.6375,NA,8.51190476190476,NA,50
"12",2005,"winter",10.7892857142857,2.27878123463923,7.43928571428571,4.12223773154144,11.6722222222222,NA,7.62142857142857,0.478699737991822,28
"13",2006,"fall",17.2391304347826,4.43658919345679,9.01521739130435,4.56328183030612,9.87826086956522,2.90424310609902,7.99565217391304,0.557357464285865,46
"14",2006,"spring",22.6696428571429,NA,8.96428571428571,NA,8.09464285714286,NA,7.93818181818182,NA,58
"15",2006,"summer",28.914,2.93626237497501,6.994,3.93868360895218,8.076,1.91338571593894,8.362,0.490684652879452,50
"16",2006,"winter",10.9777777777778,2.59279079421462,8.44444444444444,3.72820160123982,8.1,NA,8.21111111111111,0.284650032541086,27
"17",2007,"fall",18.44375,6.21072874916822,16.7895833333333,3.33187312875195,8.55416666666667,1.21426947363834,8.42857142857143,NA,48
"18",2007,"spring",22.6155172413793,4.7220201491704,7.02758620689655,3.07991758282578,8.47758620689655,1.38577270907242,7.98448275862069,0.536656878238486,58
"19",2007,"summer",28.6303571428571,NA,11.4535714285714,NA,7.05357142857143,NA,8.25925925925926,NA,58
